time,temperature_2m,relative_humidity_2m,precipitation,area
2026-08-23 17:00:00,24.9,77,0.7,RR Nagar
2026-08-23 18:00:00,23.6,84,0.9,RR Nagar
2026-08-23 19:00:00,22.4,91,0.9,RR Nagar
2026-08-23 20:00:00,21.5,96,0.9,RR Nagar
2026-08-23 21:00:00,21.1,97,0.0,RR Nagar
2026-08-23 22:00:00,21.1,96,0.0,RR Nagar
2026-08-23 23:00:00,21.0,95,0.0,RR Nagar
2026-08-24 00:00:00,20.7,95,0.0,RR Nagar
2026-08-24 01:00:00,20.4,96,0.0,RR Nagar
2026-08-24 02:00:00,20.2,96,0.0,RR Nagar
2026-08-24 03:00:00,20.1,96,0.0,RR Nagar
2026-08-24 04:00:00,20.1,96,0.0,RR Nagar
2026-08-24 05:00:00,20.4,94,0.0,RR Nagar
2026-08-24 06:00:00,21.0,91,0.1,RR Nagar
2026-08-24 07:00:00,21.9,86,0.1,RR Nagar
2026-08-24 08:00:00,23.0,80,0.1,RR Nagar
2026-08-24 09:00:00,24.7,72,0.1,RR Nagar
2026-08-24 10:00:00,26.6,64,0.1,RR Nagar
2026-08-24 11:00:00,27.7,60,0.1,RR Nagar
2026-08-24 12:00:00,27.5,63,0.4,RR Nagar
2026-08-24 13:00:00,26.6,69,0.4,RR Nagar
2026-08-24 14:00:00,25.6,76,0.4,RR Nagar
2026-08-24 15:00:00,24.7,81,0.4,RR Nagar
2026-08-24 16:00:00,23.7,86,0.4,RR Nagar
2026-08-24 17:00:00,22.9,90,0.4,RR Nagar
2026-08-24 18:00:00,22.3,92,0.4,RR Nagar
2026-08-24 19:00:00,21.8,93,0.4,RR Nagar
2026-08-24 20:00:00,21.5,94,0.4,RR Nagar
2026-08-24 21:00:00,21.3,94,0.0,RR Nagar
2026-08-24 22:00:00,21.1,94,0.0,RR Nagar
2026-08-24 23:00:00,21.0,93,0.0,RR Nagar
2026-08-25 00:00:00,20.9,93,0.0,RR Nagar
2026-08-25 01:00:00,20.7,93,0.0,RR Nagar
2026-08-25 02:00:00,20.7,92,0.0,RR Nagar
2026-08-25 03:00:00,20.7,91,0.1,RR Nagar
2026-08-25 04:00:00,20.8,90,0.1,RR Nagar
2026-08-25 05:00:00,21.1,89,0.1,RR Nagar
2026-08-25 06:00:00,21.5,87,0.1,RR Nagar
2026-08-25 07:00:00,22.0,86,0.1,RR Nagar
2026-08-25 08:00:00,22.8,82,0.1,RR Nagar
2026-08-25 09:00:00,24.1,75,0.3,RR Nagar
2026-08-25 10:00:00,25.8,67,0.3,RR Nagar
2026-08-25 11:00:00,27.0,62,0.3,RR Nagar
2026-08-25 12:00:00,26.8,62,0.4,RR Nagar
2026-08-25 13:00:00,26.6,64,0.4,RR Nagar
2026-08-25 14:00:00,26.1,68,0.4,RR Nagar
2026-08-25 15:00:00,25.6,72,0.4,RR Nagar
2026-08-25 16:00:00,25.0,76,0.4,RR Nagar
2026-08-25 17:00:00,24.4,80,0.4,RR Nagar
2026-08-25 18:00:00,23.9,82,0.0,RR Nagar
2026-08-25 19:00:00,23.3,84,0.0,RR Nagar
2026-08-25 20:00:00,22.7,85,0.0,RR Nagar
2026-08-25 21:00:00,22.1,86,0.0,RR Nagar
2026-08-25 22:00:00,21.6,87,0.0,RR Nagar
2026-08-25 23:00:00,21.2,88,0.0,RR Nagar
2026-08-19 00:00:00,22.7,82,0.0,Indiranagar
2026-08-19 01:00:00,22.6,82,0.0,Indiranagar
2026-08-19 02:00:00,22.1,86,0.0,Indiranagar
2026-08-19 03:00:00,21.9,86,0.0,Indiranagar
2026-08-19 04:00:00,21.7,87,0.0,Indiranagar
2026-08-19 05:00:00,21.6,86,0.2,Indiranagar
2026-08-19 06:00:00,21.3,88,0.0,Indiranagar
2026-08-19 07:00:00,22.3,83,0.0,Indiranagar
2026-08-19 08:00:00,23.9,73,0.0,Indiranagar
2026-08-19 09:00:00,24.5,71,0.0,Indiranagar
2026-08-19 10:00:00,26.4,61,0.1,Indiranagar
2026-08-19 11:00:00,27.4,57,0.5,Indiranagar
2026-08-19 12:00:00,27.2,56,0.1,Indiranagar
2026-08-19 13:00:00,28.2,54,0.3,Indiranagar
2026-08-19 14:00:00,27.7,58,0.2,Indiranagar
2026-08-19 15:00:00,26.3,67,1.3,Indiranagar
2026-08-19 16:00:00,24.4,76,0.9,Indiranagar
2026-08-19 17:00:00,22.7,87,1.7,Indiranagar
2026-08-19 18:00:00,22.4,91,0.5,Indiranagar
2026-08-19 19:00:00,22.6,92,0.0,Indiranagar
2026-08-19 20:00:00,22.8,90,0.0,Indiranagar
2026-08-19 21:00:00,22.6,88,0.0,Indiranagar
2026-08-19 22:00:00,22.5,87,0.0,Indiranagar
2026-08-19 23:00:00,22.1,87,0.0,Indiranagar
2026-08-20 00:00:00,21.6,88,0.0,Indiranagar
2026-08-20 01:00:00,21.3,89,0.0,Indiranagar
2026-08-20 02:00:00,21.2,89,0.0,Indiranagar
2026-08-20 03:00:00,20.8,91,0.0,Indiranagar
2026-08-20 04:00:00,20.6,91,0.0,Indiranagar
2026-08-20 05:00:00,20.6,91,0.0,Indiranagar
2026-08-20 06:00:00,20.8,90,0.0,Indiranagar
2026-08-20 07:00:00,21.6,86,0.0,Indiranagar
2026-08-20 08:00:00,23.2,77,0.0,Indiranagar
2026-08-20 09:00:00,24.2,71,0.0,Indiranagar
2026-08-20 10:00:00,25.9,62,0.2,Indiranagar
2026-08-20 11:00:00,27.3,56,0.2,Indiranagar
2026-08-20 12:00:00,28.0,54,0.2,Indiranagar
2026-08-20 13:00:00,28.1,54,0.3,Indiranagar
2026-08-20 14:00:00,28.2,52,0.2,Indiranagar
2026-08-20 15:00:00,28.6,51,0.0,Indiranagar
2026-08-20 16:00:00,27.9,53,0.1,Indiranagar
2026-08-20 17:00:00,26.4,60,0.2,Indiranagar
2026-08-20 18:00:00,25.2,69,0.0,Indiranagar
2026-08-20 19:00:00,24.4,73,0.0,Indiranagar
2026-08-20 20:00:00,24.0,75,0.0,Indiranagar
2026-08-20 21:00:00,23.2,78,0.0,Indiranagar
2026-08-20 22:00:00,22.4,81,0.0,Indiranagar
2026-08-20 23:00:00,21.6,84,0.0,Indiranagar
2026-08-21 00:00:00,21.1,86,0.0,Indiranagar
2026-08-21 01:00:00,20.6,88,0.0,Indiranagar
2026-08-21 02:00:00,20.2,91,0.0,Indiranagar
2026-08-21 03:00:00,20.0,92,0.0,Indiranagar
2026-08-21 04:00:00,20.1,91,0.0,Indiranagar
2026-08-21 05:00:00,20.3,91,0.0,Indiranagar
2026-08-21 06:00:00,20.6,90,0.0,Indiranagar
2026-08-21 07:00:00,21.3,86,0.0,Indiranagar
2026-08-21 08:00:00,22.9,77,0.0,Indiranagar
2026-08-21 09:00:00,24.7,69,0.0,Indiranagar
2026-08-21 10:00:00,26.1,60,0.0,Indiranagar
2026-08-21 11:00:00,27.0,56,0.0,Indiranagar
2026-08-21 12:00:00,28.0,54,0.1,Indiranagar
2026-08-21 13:00:00,28.9,51,0.1,Indiranagar
2026-08-21 14:00:00,29.3,49,0.0,Indiranagar
2026-08-21 15:00:00,29.4,49,0.0,Indiranagar
2026-08-21 16:00:00,28.2,51,0.2,Indiranagar
2026-08-21 17:00:00,27.6,53,0.6,Indiranagar
2026-08-21 18:00:00,26.4,58,0.0,Indiranagar
2026-08-21 19:00:00,25.0,64,0.0,Indiranagar
2026-08-21 20:00:00,23.7,72,0.0,Indiranagar
2026-08-21 21:00:00,22.8,75,0.0,Indiranagar
2026-08-21 22:00:00,21.8,77,0.0,Indiranagar
2026-08-21 23:00:00,21.0,81,0.0,Indiranagar
2026-08-22 00:00:00,20.3,87,0.0,Indiranagar
2026-08-22 01:00:00,19.9,91,0.0,Indiranagar
2026-08-22 02:00:00,19.9,91,0.0,Indiranagar
2026-08-22 03:00:00,20.0,91,0.0,Indiranagar
2026-08-22 04:00:00,20.1,90,0.0,Indiranagar
2026-08-22 05:00:00,20.3,88,0.0,Indiranagar
2026-08-22 06:00:00,20.4,87,0.0,Indiranagar
2026-08-22 07:00:00,21.2,84,0.0,Indiranagar
2026-08-22 08:00:00,22.8,73,0.0,Indiranagar
2026-08-22 09:00:00,24.2,67,0.1,Indiranagar
2026-08-22 10:00:00,24.7,66,0.0,Indiranagar
2026-08-22 11:00:00,26.4,59,0.1,Indiranagar
2026-08-22 12:00:00,27.9,53,0.3,Indiranagar
2026-08-22 13:00:00,28.9,51,0.3,Indiranagar
2026-08-22 14:00:00,28.7,54,0.2,Indiranagar
2026-08-22 15:00:00,24.9,67,1.4,Indiranagar
2026-08-22 16:00:00,25.2,69,0.6,Indiranagar
2026-08-22 17:00:00,26.0,68,0.0,Indiranagar
2026-08-22 18:00:00,24.0,76,0.5,Indiranagar
2026-08-22 19:00:00,23.6,79,0.0,Indiranagar
2026-08-22 20:00:00,22.6,84,0.2,Indiranagar
2026-08-22 21:00:00,22.4,84,0.0,Indiranagar
2026-08-22 22:00:00,21.7,85,0.0,Indiranagar
2026-08-22 23:00:00,21.0,89,0.0,Indiranagar
2026-08-23 00:00:00,20.5,92,0.0,Indiranagar
2026-08-23 01:00:00,20.2,93,0.0,Indiranagar
2026-08-23 02:00:00,19.9,94,0.0,Indiranagar
2026-08-23 03:00:00,20.0,92,0.0,Indiranagar
2026-08-23 04:00:00,20.3,91,0.0,Indiranagar
2026-08-23 05:00:00,20.4,89,0.0,Indiranagar
2026-08-23 06:00:00,21.0,85,0.0,Indiranagar
2026-08-23 07:00:00,21.9,79,0.0,Indiranagar
2026-08-23 08:00:00,23.0,74,0.0,Indiranagar
2026-08-23 09:00:00,24.2,69,0.1,Indiranagar
2026-08-23 10:00:00,25.7,64,0.1,Indiranagar
2026-08-23 11:00:00,26.9,59,0.1,Indiranagar
2026-08-23 12:00:00,28.1,55,0.2,Indiranagar
2026-08-23 13:00:00,29.1,51,0.2,Indiranagar
2026-08-23 14:00:00,29.5,50,0.2,Indiranagar
2026-08-23 15:00:00,28.7,53,0.5,Indiranagar
2026-08-23 16:00:00,27.2,60,0.5,Indiranagar
2026-08-23 17:00:00,25.7,67,0.5,Indiranagar
2026-08-23 18:00:00,24.2,76,0.6,Indiranagar
2026-08-23 19:00:00,22.6,86,0.6,Indiranagar
2026-08-23 20:00:00,21.4,94,0.6,Indiranagar
2026-08-23 21:00:00,21.0,95,0.1,Indiranagar
2026-08-23 22:00:00,21.0,94,0.1,Indiranagar
2026-08-23 23:00:00,21.0,92,0.1,Indiranagar
2026-08-24 00:00:00,20.8,92,0.0,Indiranagar
2026-08-24 01:00:00,20.5,93,0.0,Indiranagar
2026-08-24 02:00:00,20.3,93,0.0,Indiranagar
2026-08-24 03:00:00,20.1,93,0.0,Indiranagar
2026-08-24 04:00:00,20.0,93,0.0,Indiranagar
2026-08-24 05:00:00,20.2,91,0.0,Indiranagar
2026-08-24 06:00:00,20.8,88,0.0,Indiranagar
2026-08-24 07:00:00,21.7,83,0.0,Indiranagar
2026-08-24 08:00:00,22.7,78,0.0,Indiranagar
2026-08-24 09:00:00,24.1,72,0.1,Indiranagar
2026-08-24 10:00:00,25.8,66,0.1,Indiranagar
2026-08-24 11:00:00,27.0,61,0.1,Indiranagar
2026-08-24 12:00:00,27.6,58,0.3,Indiranagar
2026-08-24 13:00:00,27.8,56,0.3,Indiranagar
2026-08-24 14:00:00,27.5,56,0.3,Indiranagar
2026-08-24 15:00:00,26.7,61,0.4,Indiranagar
2026-08-24 16:00:00,25.5,69,0.4,Indiranagar
2026-08-24 17:00:00,24.4,76,0.4,Indiranagar
2026-08-24 18:00:00,23.4,81,0.2,Indiranagar
2026-08-24 19:00:00,22.5,85,0.2,Indiranagar
2026-08-24 20:00:00,21.9,88,0.2,Indiranagar
2026-08-24 21:00:00,21.5,89,0.0,Indiranagar
2026-08-24 22:00:00,21.4,89,0.0,Indiranagar
2026-08-24 23:00:00,21.2,89,0.0,Indiranagar
2026-08-25 00:00:00,20.9,90,0.0,Indiranagar
2026-08-25 01:00:00,20.7,91,0.0,Indiranagar
2026-08-25 02:00:00,20.5,91,0.0,Indiranagar
2026-08-25 03:00:00,20.4,91,0.0,Indiranagar
2026-08-25 04:00:00,20.5,90,0.0,Indiranagar
2026-08-25 05:00:00,20.7,88,0.0,Indiranagar
2026-08-25 06:00:00,21.0,87,0.0,Indiranagar
2026-08-25 07:00:00,21.5,86,0.0,Indiranagar
2026-08-25 08:00:00,22.2,82,0.0,Indiranagar
2026-08-25 09:00:00,23.7,74,0.2,Indiranagar
2026-08-25 10:00:00,25.5,65,0.2,Indiranagar
2026-08-25 11:00:00,26.8,59,0.2,Indiranagar
2026-08-25 12:00:00,26.7,60,0.3,Indiranagar
2026-08-25 13:00:00,26.7,61,0.3,Indiranagar
2026-08-25 14:00:00,26.5,63,0.3,Indiranagar
2026-08-25 15:00:00,26.2,65,0.3,Indiranagar
2026-08-25 16:00:00,25.7,68,0.3,Indiranagar
2026-08-25 17:00:00,25.3,71,0.3,Indiranagar
2026-08-25 18:00:00,24.7,73,0.1,Indiranagar
2026-08-25 19:00:00,23.9,76,0.1,Indiranagar
2026-08-25 20:00:00,23.0,80,0.1,Indiranagar
2026-08-25 21:00:00,22.2,83,0.1,Indiranagar
2026-08-25 22:00:00,21.4,86,0.1,Indiranagar
2026-08-25 23:00:00,20.9,88,0.1,Indiranagar
2026-08-19 00:00:00,22.5,83,0.0,Hebbal
2026-08-19 01:00:00,22.4,82,0.0,Hebbal
2026-08-19 02:00:00,21.9,85,0.0,Hebbal
2026-08-19 03:00:00,21.8,86,0.0,Hebbal
2026-08-19 04:00:00,21.6,88,0.1,Hebbal
2026-08-19 05:00:00,21.5,88,0.4,Hebbal
2026-08-19 06:00:00,21.3,88,0.0,Hebbal
2026-08-19 07:00:00,22.3,83,0.0,Hebbal
2026-08-19 08:00:00,23.8,74,0.0,Hebbal
2026-08-19 09:00:00,24.4,72,0.1,Hebbal
2026-08-19 10:00:00,26.1,63,0.2,Hebbal
2026-08-19 11:00:00,27.0,59,0.4,Hebbal
2026-08-19 12:00:00,27.2,56,0.1,Hebbal
2026-08-19 13:00:00,27.8,58,0.2,Hebbal
2026-08-19 14:00:00,27.8,58,0.0,Hebbal
2026-08-19 15:00:00,25.5,67,0.5,Hebbal
2026-08-19 16:00:00,23.5,88,2.7,Hebbal
2026-08-19 17:00:00,23.2,86,0.8,Hebbal
2026-08-19 18:00:00,22.7,87,0.2,Hebbal
2026-08-19 19:00:00,22.7,89,0.0,Hebbal
2026-08-19 20:00:00,23.0,87,0.0,Hebbal
2026-08-19 21:00:00,22.9,83,0.0,Hebbal
2026-08-19 22:00:00,22.6,81,0.0,Hebbal
2026-08-19 23:00:00,22.2,84,0.0,Hebbal
2026-08-20 00:00:00,21.8,86,0.0,Hebbal
2026-08-20 01:00:00,21.4,88,0.0,Hebbal
2026-08-20 02:00:00,21.2,88,0.0,Hebbal
2026-08-20 03:00:00,20.8,90,0.0,Hebbal
2026-08-20 04:00:00,20.7,91,0.0,Hebbal
2026-08-20 05:00:00,20.7,91,0.0,Hebbal
2026-08-20 06:00:00,20.8,90,0.0,Hebbal
2026-08-20 07:00:00,21.7,85,0.0,Hebbal
2026-08-20 08:00:00,23.4,76,0.1,Hebbal
2026-08-20 09:00:00,24.2,71,0.1,Hebbal
2026-08-20 10:00:00,25.7,64,0.3,Hebbal
2026-08-20 11:00:00,27.3,56,0.3,Hebbal
2026-08-20 12:00:00,27.7,54,0.4,Hebbal
2026-08-20 13:00:00,28.1,55,0.5,Hebbal
2026-08-20 14:00:00,28.8,52,0.1,Hebbal
2026-08-20 15:00:00,28.6,52,0.0,Hebbal
2026-08-20 16:00:00,27.7,55,0.2,Hebbal
2026-08-20 17:00:00,26.4,62,0.2,Hebbal
2026-08-20 18:00:00,25.4,68,0.0,Hebbal
2026-08-20 19:00:00,24.7,70,0.1,Hebbal
2026-08-20 20:00:00,24.1,72,0.0,Hebbal
2026-08-20 21:00:00,23.4,77,0.0,Hebbal
2026-08-20 22:00:00,22.6,81,0.0,Hebbal
2026-08-20 23:00:00,21.9,84,0.0,Hebbal
2026-08-21 00:00:00,21.3,85,0.0,Hebbal
2026-08-21 01:00:00,20.7,87,0.0,Hebbal
2026-08-21 02:00:00,20.3,90,0.0,Hebbal
2026-08-21 03:00:00,20.0,92,0.0,Hebbal
2026-08-21 04:00:00,19.9,92,0.0,Hebbal
2026-08-21 05:00:00,20.4,90,0.0,Hebbal
2026-08-21 06:00:00,20.6,90,0.0,Hebbal
2026-08-21 07:00:00,21.3,86,0.0,Hebbal
2026-08-21 08:00:00,22.8,77,0.0,Hebbal
2026-08-21 09:00:00,24.8,67,0.0,Hebbal
2026-08-21 10:00:00,26.2,60,0.0,Hebbal
2026-08-21 11:00:00,26.8,57,0.0,Hebbal
2026-08-21 12:00:00,28.1,53,0.1,Hebbal
2026-08-21 13:00:00,28.9,50,0.1,Hebbal
2026-08-21 14:00:00,29.2,50,0.0,Hebbal
2026-08-21 15:00:00,28.9,50,0.0,Hebbal
2026-08-21 16:00:00,27.8,51,0.7,Hebbal
2026-08-21 17:00:00,27.4,54,0.1,Hebbal
2026-08-21 18:00:00,26.3,57,0.0,Hebbal
2026-08-21 19:00:00,25.2,63,0.0,Hebbal
2026-08-21 20:00:00,23.9,70,0.0,Hebbal
2026-08-21 21:00:00,22.9,75,0.0,Hebbal
2026-08-21 22:00:00,21.9,77,0.0,Hebbal
2026-08-21 23:00:00,21.0,81,0.0,Hebbal
2026-08-22 00:00:00,20.2,87,0.0,Hebbal
2026-08-22 01:00:00,19.9,91,0.0,Hebbal
2026-08-22 02:00:00,19.8,92,0.0,Hebbal
2026-08-22 03:00:00,19.9,91,0.0,Hebbal
2026-08-22 04:00:00,19.9,90,0.0,Hebbal
2026-08-22 05:00:00,20.3,88,0.0,Hebbal
2026-08-22 06:00:00,20.4,87,0.0,Hebbal
2026-08-22 07:00:00,21.3,83,0.0,Hebbal
2026-08-22 08:00:00,22.6,75,0.1,Hebbal
2026-08-22 09:00:00,23.9,69,0.1,Hebbal
2026-08-22 10:00:00,24.6,67,0.0,Hebbal
2026-08-22 11:00:00,25.9,62,0.1,Hebbal
2026-08-22 12:00:00,27.7,54,0.3,Hebbal
2026-08-22 13:00:00,28.5,53,0.3,Hebbal
2026-08-22 14:00:00,28.8,54,0.2,Hebbal
2026-08-22 15:00:00,24.1,72,1.0,Hebbal
2026-08-22 16:00:00,25.1,72,0.6,Hebbal
2026-08-22 17:00:00,25.0,70,0.1,Hebbal
2026-08-22 18:00:00,23.5,79,0.6,Hebbal
2026-08-22 19:00:00,23.3,80,0.0,Hebbal
2026-08-22 20:00:00,21.8,87,0.4,Hebbal
2026-08-22 21:00:00,22.0,87,0.0,Hebbal
2026-08-22 22:00:00,21.5,88,0.0,Hebbal
2026-08-22 23:00:00,20.9,90,0.0,Hebbal
2026-08-23 00:00:00,20.4,92,0.0,Hebbal
2026-08-23 01:00:00,20.1,93,0.0,Hebbal
2026-08-23 02:00:00,19.8,94,0.0,Hebbal
2026-08-23 03:00:00,19.9,94,0.0,Hebbal
2026-08-23 04:00:00,20.1,92,0.0,Hebbal
2026-08-23 05:00:00,20.2,91,0.0,Hebbal
2026-08-23 06:00:00,20.9,86,0.0,Hebbal
2026-08-23 07:00:00,21.8,81,0.0,Hebbal
2026-08-23 08:00:00,22.9,76,0.0,Hebbal
2026-08-23 09:00:00,24.1,70,0.1,Hebbal
2026-08-23 10:00:00,25.4,65,0.1,Hebbal
2026-08-23 11:00:00,26.6,61,0.1,Hebbal
2026-08-23 12:00:00,27.8,57,0.2,Hebbal
2026-08-23 13:00:00,28.9,54,0.2,Hebbal
2026-08-23 14:00:00,29.2,53,0.2,Hebbal
2026-08-23 15:00:00,28.5,55,0.3,Hebbal
2026-08-23 16:00:00,27.2,61,0.3,Hebbal
2026-08-23 17:00:00,25.7,67,0.3,Hebbal
2026-08-23 18:00:00,24.1,76,1.0,Hebbal
2026-08-23 19:00:00,22.4,87,1.0,Hebbal
2026-08-23 20:00:00,21.2,95,1.0,Hebbal
2026-08-23 21:00:00,20.8,98,0.1,Hebbal
2026-08-23 22:00:00,20.8,96,0.1,Hebbal
2026-08-23 23:00:00,20.8,94,0.1,Hebbal
2026-08-24 00:00:00,20.6,94,0.0,Hebbal
2026-08-24 01:00:00,20.3,95,0.0,Hebbal
2026-08-24 02:00:00,20.1,94,0.0,Hebbal
2026-08-24 03:00:00,20.0,94,0.0,Hebbal
2026-08-24 04:00:00,20.0,93,0.0,Hebbal
2026-08-24 05:00:00,20.2,91,0.0,Hebbal
2026-08-24 06:00:00,20.9,88,0.0,Hebbal
2026-08-24 07:00:00,21.7,83,0.0,Hebbal
2026-08-24 08:00:00,22.8,78,0.0,Hebbal
2026-08-24 09:00:00,24.1,73,0.1,Hebbal
2026-08-24 10:00:00,25.5,67,0.1,Hebbal
2026-08-24 11:00:00,26.6,63,0.1,Hebbal
2026-08-24 12:00:00,27.1,61,0.2,Hebbal
